entity_id,source_system,total_incidents,last_incident,root_cause,resolution,severity
DAG0370,Airflow,13,2026-07-16,Database Lock,Update Configuration,Medium
DAG0371,Airflow,4,2026-07-10,Sensor Failure,Apply Patch,Low
DAG0372,Airflow,9,2026-07-08,Memory Leak,Replace Sensor,Critical
DAG0373,Airflow,10,2026-07-26,CPU Saturation,Restart Service,Medium
DAG0374,Airflow,5,2026-07-24,Disk Full,Update Configuration,Low
DAG0375,Airflow,11,2026-07-23,Power Outage,Apply Patch,Medium
DAG0376,Airflow,2,2026-07-03,CPU Saturation,Rollback Deployment,Low
DAG0377,Airflow,11,2026-07-01,Firmware Error,Replace Node,High
DAG0378,Airflow,9,2026-07-07,Database Lock,Replace Sensor,Medium
DAG0379,Airflow,11,2026-07-04,Network Timeout,Increase Resources,Low
DAG0380,Airflow,7,2026-07-04,CPU Saturation,Replace Sensor,High
DAG0381,Airflow,12,2026-07-28,Disk Full,Manual Intervention,Low
DAG0382,Airflow,14,2026-07-16,Network Timeout,Retry Pipeline,Medium
DAG0383,Airflow,13,2026-07-02,Dependency Failure,Replace Node,Medium
DAG0384,Airflow,15,2026-07-27,Sensor Failure,Manual Intervention,High
DAG0385,Airflow,8,2026-07-21,Database Lock,Retry Pipeline,Critical
DAG0386,Airflow,0,2026-07-09,Power Outage,Scale Cluster,High
DAG0387,Airflow,3,2026-07-04,Container Restart,Retry Pipeline,Medium
DAG0388,Airflow,4,2026-07-14,Dependency Failure,Rollback Deployment,Medium
DAG0389,Airflow,7,2026-07-01,Disk Full,Replace Sensor,Critical
DAG0390,Airflow,14,2026-07-02,Network Timeout,Update Configuration,Medium
DAG0391,Airflow,2,2026-07-10,Database Lock,Apply Patch,Critical
DAG0392,Airflow,0,2026-07-20,Pod Crash,Restart Service,Critical
DAG0393,Airflow,12,2026-07-06,Firmware Error,Restart Service,Critical
DAG0394,Airflow,11,2026-07-02,Disk Full,Update Configuration,High
DAG0395,Airflow,2,2026-07-19,Authentication Failure,Increase Resources,High
DAG0396,Airflow,13,2026-07-28,Broker Failure,Replace Node,Critical
DAG0397,Airflow,7,2026-07-23,Broker Failure,Increase Resources,High
DAG0398,Airflow,10,2026-07-17,Power Outage,Scale Cluster,Critical
DAG0399,Airflow,1,2026-07-10,Configuration Drift,Apply Patch,Critical
DAG0400,Airflow,10,2026-07-21,API Rate Limit,Restart Service,Low
DAG0401,Airflow,5,2026-07-08,Authentication Failure,Restart Service,Critical
DAG0402,Airflow,1,2026-07-08,Container Restart,Replace Sensor,Critical
DAG0403,Airflow,5,2026-07-04,Pod Crash,Restart Service,Low
DAG0404,Airflow,11,2026-07-01,Database Lock,Rollback Deployment,Critical
DAG0405,Airflow,10,2026-07-28,Container Restart,Scale Cluster,High
DAG0406,Airflow,5,2026-07-17,Power Outage,Manual Intervention,Low
DAG0407,Airflow,9,2026-07-26,Authentication Failure,Rollback Deployment,High
DAG0408,Airflow,14,2026-07-06,CPU Saturation,Rollback Deployment,Low
DAG0409,Airflow,11,2026-07-09,Container Restart,Increase Resources,High
DAG0410,Airflow,10,2026-07-09,Broker Failure,Restart Service,High
DAG0411,Airflow,10,2026-07-09,Disk Full,Replace Node,High
DAG0412,Airflow,7,2026-07-08,Sensor Failure,Scale Cluster,Low
DAG0413,Airflow,9,2026-07-24,Network Timeout,Update Configuration,Medium
DAG0414,Airflow,12,2026-07-07,Broker Failure,Increase Resources,Low
DAG0415,Airflow,9,2026-07-07,Memory Leak,Replace Node,Critical
DAG0416,Airflow,4,2026-07-28,Memory Leak,Replace Node,Low
DAG0417,Airflow,10,2026-07-19,Dependency Failure,Update Configuration,Low
DAG0418,Airflow,12,2026-07-22,Authentication Failure,Manual Intervention,Critical
DAG0419,Airflow,10,2026-07-14,Pod Crash,Retry Pipeline,Medium
DAG0420,Airflow,15,2026-07-15,Database Lock,Increase Resources,High
DAG0421,Airflow,8,2026-07-05,Pod Crash,Rollback Deployment,High
DAG0422,Airflow,7,2026-07-12,Dependency Failure,Scale Cluster,High
DAG0423,Airflow,10,2026-07-18,API Rate Limit,Scale Cluster,High
DAG0424,Airflow,8,2026-07-21,Configuration Drift,Rollback Deployment,Critical
DAG0425,Airflow,10,2026-07-06,API Rate Limit,Rollback Deployment,Low
DAG0426,Airflow,13,2026-07-25,Memory Leak,Manual Intervention,Critical
DAG0427,Airflow,13,2026-07-21,Firmware Error,Replace Node,Critical
DAG0428,Airflow,2,2026-07-07,Network Timeout,Retry Pipeline,High
DAG0429,Airflow,6,2026-07-09,Firmware Error,Update Configuration,Critical
DAG0430,Airflow,4,2026-07-18,Sensor Failure,Retry Pipeline,Medium
DAG0431,Airflow,11,2026-07-16,Broker Failure,Apply Patch,Low
DAG0432,Airflow,15,2026-07-21,Sensor Failure,Rollback Deployment,Critical
DAG0433,Airflow,0,2026-07-04,Power Outage,Increase Resources,Low
DAG0434,Airflow,3,2026-07-21,Configuration Drift,Rollback Deployment,High
DAG0435,Airflow,11,2026-07-06,Sensor Failure,Retry Pipeline,High
DAG0436,Airflow,14,2026-07-21,Dependency Failure,Manual Intervention,Critical
DAG0437,Airflow,0,2026-07-22,Configuration Drift,Restart Service,Critical
DAG0438,Airflow,1,2026-07-12,Firmware Error,Rollback Deployment,Critical
DAG0439,Airflow,0,2026-07-21,Firmware Error,Rollback Deployment,Critical
DAG0440,Airflow,9,2026-07-20,Memory Leak,Retry Pipeline,Critical
DAG0441,Airflow,3,2026-07-14,Sensor Failure,Restart Service,High
DAG0442,Airflow,10,2026-07-13,Dependency Failure,Apply Patch,Low
DAG0443,Airflow,12,2026-07-19,Sensor Failure,Restart Service,Medium
DAG0444,Airflow,9,2026-07-27,Memory Leak,Update Configuration,Low
DAG0445,Airflow,1,2026-07-26,CPU Saturation,Retry Pipeline,High
DAG0446,Airflow,12,2026-07-03,Container Restart,Replace Node,Medium
DAG0447,Airflow,6,2026-07-07,Power Outage,Scale Cluster,Critical
DAG0448,Airflow,13,2026-07-05,API Rate Limit,Apply Patch,High
DAG0449,Airflow,11,2026-07-01,Database Lock,Increase Resources,Critical
DAG0450,Airflow,9,2026-07-19,Authentication Failure,Increase Resources,Medium
DAG0451,Airflow,5,2026-07-01,Container Restart,Update Configuration,Medium
DAG0452,Airflow,7,2026-07-10,Network Timeout,Replace Sensor,Medium
DAG0453,Airflow,4,2026-07-20,Container Restart,Scale Cluster,Medium
DAG0454,Airflow,6,2026-07-03,API Rate Limit,Replace Node,High
DAG0455,Airflow,2,2026-07-11,API Rate Limit,Increase Resources,Medium
DAG0456,Airflow,3,2026-07-17,CPU Saturation,Manual Intervention,Medium
DAG0457,Airflow,4,2026-07-05,Broker Failure,Manual Intervention,Medium
DAG0458,Airflow,9,2026-07-21,Firmware Error,Increase Resources,Medium
DAG0459,Airflow,4,2026-07-16,Pod Crash,Replace Sensor,Critical
DAG0460,Airflow,7,2026-07-06,Database Lock,Rollback Deployment,High
DAG0461,Airflow,9,2026-07-09,Memory Leak,Restart Service,Low
DAG0462,Airflow,11,2026-07-01,Database Lock,Apply Patch,Low
DAG0463,Airflow,8,2026-07-04,Pod Crash,Update Configuration,High
DAG0464,Airflow,5,2026-07-22,Memory Leak,Update Configuration,Medium
DAG0465,Airflow,1,2026-07-22,Firmware Error,Rollback Deployment,Low
DAG0466,Airflow,7,2026-07-22,Firmware Error,Apply Patch,High
DAG0467,Airflow,0,2026-07-20,Memory Leak,Increase Resources,Critical
DAG0468,Airflow,13,2026-07-08,CPU Saturation,Restart Service,High
DAG0469,Airflow,4,2026-07-11,CPU Saturation,Rollback Deployment,Medium
DAG0470,Airflow,10,2026-07-10,Sensor Failure,Update Configuration,High
DAG0471,Airflow,13,2026-07-17,Dependency Failure,Replace Sensor,Critical
DAG0472,Airflow,12,2026-07-20,Disk Full,Scale Cluster,High
DAG0473,Airflow,7,2026-07-10,Network Timeout,Retry Pipeline,Medium
DAG0474,Airflow,13,2026-07-20,Disk Full,Rollback Deployment,Critical
DAG0475,Airflow,10,2026-07-09,Memory Leak,Manual Intervention,Low
DAG0476,Airflow,9,2026-07-01,Disk Full,Retry Pipeline,High
DAG0477,Airflow,3,2026-07-13,Broker Failure,Restart Service,Critical
DAG0478,Airflow,2,2026-07-07,Authentication Failure,Update Configuration,Low
DAG0479,Airflow,4,2026-07-01,Dependency Failure,Scale Cluster,Critical
DAG0480,Airflow,10,2026-07-04,CPU Saturation,Increase Resources,Critical
DAG0481,Airflow,8,2026-07-26,Dependency Failure,Increase Resources,Critical
DAG0482,Airflow,12,2026-07-12,CPU Saturation,Update Configuration,Low
DAG0483,Airflow,7,2026-07-23,Database Lock,Scale Cluster,Medium
DAG0484,Airflow,7,2026-07-07,Firmware Error,Scale Cluster,Critical
DAG0485,Airflow,0,2026-07-05,CPU Saturation,Retry Pipeline,Critical
DAG0486,Airflow,9,2026-07-04,Authentication Failure,Restart Service,Critical
DAG0487,Airflow,8,2026-07-03,Container Restart,Apply Patch,High
DAG0488,Airflow,13,2026-07-07,Disk Full,Increase Resources,Critical
DAG0489,Airflow,7,2026-07-09,Database Lock,Manual Intervention,Critical
DAG0490,Airflow,10,2026-07-14,Dependency Failure,Replace Sensor,Critical
DAG0491,Airflow,4,2026-07-25,Sensor Failure,Retry Pipeline,Medium
DAG0492,Airflow,4,2026-07-25,Firmware Error,Replace Node,Critical
DAG0493,Airflow,8,2026-07-25,Dependency Failure,Update Configuration,High
DAG0494,Airflow,2,2026-07-22,Broker Failure,Replace Sensor,Low
DAG0495,Airflow,2,2026-07-12,Pod Crash,Update Configuration,Low
DAG0496,Airflow,14,2026-07-02,Container Restart,Retry Pipeline,Low
DAG0497,Airflow,8,2026-07-21,Authentication Failure,Increase Resources,High
DAG0498,Airflow,5,2026-07-07,CPU Saturation,Apply Patch,Low
DAG0499,Airflow,0,2026-07-05,Dependency Failure,Update Configuration,High
DAG0500,Airflow,13,2026-07-23,Container Restart,Retry Pipeline,Low
DAG0501,Airflow,11,2026-07-27,Container Restart,Apply Patch,Medium
DAG0502,Airflow,3,2026-07-03,Power Outage,Increase Resources,Critical
DAG0503,Airflow,12,2026-07-04,Memory Leak,Update Configuration,Critical
DAG0504,Airflow,0,2026-07-14,Network Timeout,Restart Service,Critical
DAG0505,Airflow,4,2026-07-21,Broker Failure,Retry Pipeline,Low
DAG0506,Airflow,6,2026-07-03,Database Lock,Restart Service,Low
DAG0507,Airflow,7,2026-07-24,Power Outage,Apply Patch,Medium
DAG0508,Airflow,15,2026-07-28,CPU Saturation,Scale Cluster,Low
DAG0509,Airflow,5,2026-07-10,Network Timeout,Retry Pipeline,Critical
DAG0510,Airflow,3,2026-07-07,Network Timeout,Rollback Deployment,High
DAG0511,Airflow,6,2026-07-09,Authentication Failure,Scale Cluster,Medium
DAG0512,Airflow,11,2026-07-21,Firmware Error,Increase Resources,Low
DAG0513,Airflow,2,2026-07-07,API Rate Limit,Rollback Deployment,Medium
DAG0514,Airflow,6,2026-07-04,Container Restart,Replace Node,Critical
DAG0515,Airflow,7,2026-07-19,Network Timeout,Replace Node,Critical
DAG0516,Airflow,8,2026-07-11,Power Outage,Rollback Deployment,Low
DAG0517,Airflow,13,2026-07-08,Authentication Failure,Increase Resources,High
DAG0518,Airflow,4,2026-07-19,Pod Crash,Increase Resources,High
DAG0519,Airflow,9,2026-07-23,Database Lock,Rollback Deployment,High
DAG0520,Airflow,10,2026-07-25,Disk Full,Update Configuration,High
DAG0521,Airflow,4,2026-07-15,Dependency Failure,Increase Resources,Critical
DAG0522,Airflow,13,2026-07-17,CPU Saturation,Restart Service,Low
DAG0523,Airflow,7,2026-07-04,Memory Leak,Increase Resources,Critical
DAG0524,Airflow,5,2026-07-26,Memory Leak,Rollback Deployment,Medium
DAG0525,Airflow,15,2026-07-14,CPU Saturation,Restart Service,High
DAG0526,Airflow,5,2026-07-25,Authentication Failure,Increase Resources,Critical
DAG0527,Airflow,15,2026-07-04,Disk Full,Replace Sensor,Critical
DAG0528,Airflow,14,2026-07-17,Authentication Failure,Replace Node,Medium
DAG0529,Airflow,15,2026-07-22,Authentication Failure,Update Configuration,High
DAG0530,Airflow,13,2026-07-12,API Rate Limit,Restart Service,Critical
DAG0531,Airflow,13,2026-07-13,Dependency Failure,Increase Resources,Medium
DAG0532,Airflow,5,2026-07-13,Power Outage,Apply Patch,Critical
DAG0533,Airflow,4,2026-07-20,Dependency Failure,Replace Node,High
DAG0534,Airflow,10,2026-07-20,Database Lock,Replace Node,Low
DAG0535,Airflow,6,2026-07-04,Database Lock,Restart Service,High
DAG0536,Airflow,8,2026-07-27,Configuration Drift,Update Configuration,Critical
DAG0537,Airflow,11,2026-07-22,Disk Full,Apply Patch,Low
DAG0538,Airflow,11,2026-07-05,Pod Crash,Update Configuration,Medium
DAG0539,Airflow,8,2026-07-26,Power Outage,Replace Node,Low
DAG0540,Airflow,2,2026-07-02,Network Timeout,Retry Pipeline,High
DAG0541,Airflow,3,2026-07-02,Firmware Error,Increase Resources,Low
DAG0542,Airflow,6,2026-07-03,Configuration Drift,Restart Service,Critical
DAG0543,Airflow,11,2026-07-20,Dependency Failure,Replace Sensor,High
DAG0544,Airflow,8,2026-07-13,Sensor Failure,Rollback Deployment,Critical
DAG0545,Airflow,4,2026-07-07,Container Restart,Rollback Deployment,Critical
DAG0546,Airflow,11,2026-07-14,Pod Crash,Replace Node,High
DAG0547,Airflow,11,2026-07-12,Memory Leak,Rollback Deployment,Low
DAG0548,Airflow,10,2026-07-12,Configuration Drift,Scale Cluster,Medium
DAG0549,Airflow,9,2026-07-28,API Rate Limit,Scale Cluster,Medium
DAG0550,Airflow,1,2026-07-08,Sensor Failure,Update Configuration,Low
DAG0551,Airflow,1,2026-07-08,Memory Leak,Apply Patch,High
DAG0552,Airflow,1,2026-07-26,Database Lock,Replace Sensor,Low
DAG0553,Airflow,9,2026-07-11,Configuration Drift,Apply Patch,Critical
DAG0554,Airflow,15,2026-07-21,Firmware Error,Replace Sensor,High
DAG0555,Airflow,1,2026-07-08,Database Lock,Restart Service,High
DAG0556,Airflow,7,2026-07-12,Database Lock,Increase Resources,Low
DAG0557,Airflow,13,2026-07-21,CPU Saturation,Update Configuration,Medium
DAG0558,Airflow,6,2026-07-13,Firmware Error,Manual Intervention,Critical
DAG0559,Airflow,14,2026-07-11,Disk Full,Scale Cluster,Medium
DAG0560,Airflow,15,2026-07-20,Memory Leak,Update Configuration,Low
DAG0561,Airflow,6,2026-07-06,Dependency Failure,Update Configuration,Critical
DAG0562,Airflow,11,2026-07-05,Broker Failure,Replace Sensor,High
DAG0563,Airflow,5,2026-07-24,Power Outage,Manual Intervention,Critical
DAG0564,Airflow,13,2026-07-10,CPU Saturation,Apply Patch,Medium
DAG0565,Airflow,9,2026-07-09,Configuration Drift,Increase Resources,High
DAG0566,Airflow,4,2026-07-27,Pod Crash,Replace Node,Critical
DAG0567,Airflow,10,2026-07-09,Pod Crash,Replace Sensor,Critical
DAG0568,Airflow,15,2026-07-05,Pod Crash,Retry Pipeline,Low
DAG0569,Airflow,7,2026-07-21,CPU Saturation,Update Configuration,High
DAG0570,Airflow,14,2026-07-11,Memory Leak,Apply Patch,Critical
DAG0571,Airflow,1,2026-07-18,Power Outage,Rollback Deployment,Medium
DAG0572,Airflow,5,2026-07-18,Memory Leak,Increase Resources,Medium
DAG0573,Airflow,12,2026-07-28,Sensor Failure,Scale Cluster,Medium
DAG0574,Airflow,0,2026-07-08,API Rate Limit,Scale Cluster,Critical
DAG0575,Airflow,4,2026-07-04,Sensor Failure,Manual Intervention,Low
DAG0576,Airflow,13,2026-07-03,Memory Leak,Apply Patch,Medium
DAG0577,Airflow,14,2026-07-12,Pod Crash,Manual Intervention,Critical
DAG0578,Airflow,1,2026-07-25,Pod Crash,Replace Node,Low
DAG0579,Airflow,10,2026-07-15,Sensor Failure,Update Configuration,Critical
DAG0580,Airflow,15,2026-07-06,API Rate Limit,Replace Sensor,Low
DAG0581,Airflow,11,2026-07-17,Configuration Drift,Replace Node,Low
DAG0582,Airflow,6,2026-07-23,Database Lock,Replace Sensor,Low
DAG0583,Airflow,11,2026-07-20,Power Outage,Apply Patch,Medium
DAG0584,Airflow,6,2026-07-06,Network Timeout,Scale Cluster,High
DAG0585,Airflow,7,2026-07-18,Broker Failure,Apply Patch,Low
DAG0586,Airflow,11,2026-07-06,Network Timeout,Rollback Deployment,Low
DAG0587,Airflow,8,2026-07-17,Dependency Failure,Restart Service,Medium
DAG0588,Airflow,15,2026-07-06,Pod Crash,Replace Sensor,Critical
DAG0589,Airflow,0,2026-07-11,Firmware Error,Rollback Deployment,High
DAG0590,Airflow,5,2026-07-21,Sensor Failure,Restart Service,Medium
DAG0591,Airflow,5,2026-07-26,Network Timeout,Scale Cluster,Medium
DAG0592,Airflow,7,2026-07-27,Memory Leak,Replace Node,High
DAG0593,Airflow,4,2026-07-18,Configuration Drift,Scale Cluster,Low
DAG0594,Airflow,4,2026-07-15,Configuration Drift,Rollback Deployment,Medium
DAG0595,Airflow,9,2026-07-06,Pod Crash,Replace Sensor,High
DAG0596,Airflow,3,2026-07-14,Broker Failure,Replace Node,Low
DAG0597,Airflow,11,2026-07-15,Broker Failure,Retry Pipeline,Low
DAG0598,Airflow,0,2026-07-16,Authentication Failure,Rollback Deployment,Critical
DAG0599,Airflow,13,2026-07-20,Broker Failure,Replace Sensor,Critical
DAG0600,Airflow,4,2026-07-16,Memory Leak,Restart Service,High
DAG0601,Airflow,3,2026-07-15,Power Outage,Increase Resources,Medium
DAG0602,Airflow,13,2026-07-09,Sensor Failure,Increase Resources,Low
DAG0603,Airflow,6,2026-07-17,Firmware Error,Manual Intervention,Low
DAG0604,Airflow,8,2026-07-06,Disk Full,Rollback Deployment,Low
DAG0605,Airflow,15,2026-07-14,Dependency Failure,Replace Node,Medium
DAG0606,Airflow,13,2026-07-13,Network Timeout,Retry Pipeline,Medium
DAG0607,Airflow,8,2026-07-17,API Rate Limit,Restart Service,Low
DAG0608,Airflow,0,2026-07-23,CPU Saturation,Scale Cluster,Critical
DAG0609,Airflow,6,2026-07-18,Sensor Failure,Retry Pipeline,Low
DAG0610,Airflow,5,2026-07-20,CPU Saturation,Manual Intervention,Low
DAG0611,Airflow,5,2026-07-28,Authentication Failure,Apply Patch,Low
DAG0612,Airflow,5,2026-07-28,Authentication Failure,Apply Patch,Medium
DAG0613,Airflow,2,2026-07-20,Configuration Drift,Apply Patch,Critical
DAG0614,Airflow,6,2026-07-11,Authentication Failure,Replace Node,Critical
DAG0615,Airflow,7,2026-07-15,Sensor Failure,Increase Resources,Critical
DAG0616,Airflow,1,2026-07-12,Broker Failure,Replace Sensor,Low
DAG0617,Airflow,10,2026-07-21,Sensor Failure,Increase Resources,Low
DAG0618,Airflow,9,2026-07-01,Memory Leak,Rollback Deployment,Medium
DAG0619,Airflow,0,2026-07-28,Memory Leak,Manual Intervention,Medium
DAG0620,Airflow,15,2026-07-06,Pod Crash,Apply Patch,Critical
DAG0621,Airflow,7,2026-07-24,Memory Leak,Rollback Deployment,Critical
DAG0622,Airflow,7,2026-07-23,Sensor Failure,Update Configuration,High
DAG0623,Airflow,3,2026-07-18,Dependency Failure,Restart Service,Medium
DAG0624,Airflow,14,2026-07-25,API Rate Limit,Scale Cluster,Low
DAG0625,Airflow,9,2026-07-21,Pod Crash,Increase Resources,High
DAG0626,Airflow,7,2026-07-07,Disk Full,Replace Sensor,Medium
DAG0627,Airflow,15,2026-07-21,Configuration Drift,Apply Patch,Medium
DAG0628,Airflow,1,2026-07-14,CPU Saturation,Retry Pipeline,Low
DAG0629,Airflow,14,2026-07-28,Disk Full,Increase Resources,Critical
DAG0630,Airflow,8,2026-07-18,CPU Saturation,Update Configuration,Medium
DAG0631,Airflow,9,2026-07-23,Network Timeout,Retry Pipeline,Critical
DAG0632,Airflow,4,2026-07-04,API Rate Limit,Apply Patch,Low
DAG0633,Airflow,2,2026-07-19,Database Lock,Replace Sensor,Critical
DAG0634,Airflow,14,2026-07-17,Power Outage,Apply Patch,Critical
DAG0635,Airflow,11,2026-07-23,Firmware Error,Manual Intervention,High
DAG0636,Airflow,6,2026-07-10,Authentication Failure,Apply Patch,Medium
DAG0637,Airflow,12,2026-07-07,Memory Leak,Apply Patch,Critical
DAG0638,Airflow,3,2026-07-15,Network Timeout,Restart Service,Low
DAG0639,Airflow,10,2026-07-02,Authentication Failure,Scale Cluster,High
DAG0640,Airflow,4,2026-07-24,Power Outage,Retry Pipeline,Medium
DAG0641,Airflow,4,2026-07-14,Network Timeout,Replace Sensor,Low
DAG0642,Airflow,4,2026-07-28,Configuration Drift,Restart Service,Medium
DAG0643,Airflow,2,2026-07-24,Database Lock,Apply Patch,Medium
DAG0644,Airflow,4,2026-07-11,Broker Failure,Rollback Deployment,High
DAG0645,Airflow,6,2026-07-21,Firmware Error,Manual Intervention,Low
DAG0646,Airflow,10,2026-07-25,Container Restart,Replace Node,Critical
DAG0647,Airflow,5,2026-07-13,Firmware Error,Replace Sensor,High
DAG0648,Airflow,5,2026-07-12,Authentication Failure,Increase Resources,High
DAG0649,Airflow,2,2026-07-09,Sensor Failure,Replace Sensor,Medium
DAG0650,Airflow,8,2026-07-05,Dependency Failure,Apply Patch,Critical
DAG0651,Airflow,9,2026-07-27,Database Lock,Replace Sensor,Low
DAG0652,Airflow,3,2026-07-03,Sensor Failure,Manual Intervention,Medium
DAG0653,Airflow,3,2026-07-23,Power Outage,Update Configuration,High
DAG0654,Airflow,3,2026-07-19,Database Lock,Increase Resources,High
DAG0655,Airflow,3,2026-07-10,Dependency Failure,Apply Patch,Critical
DAG0656,Airflow,10,2026-07-24,Broker Failure,Rollback Deployment,High
DAG0657,Airflow,8,2026-07-28,Sensor Failure,Update Configuration,Medium
DAG0658,Airflow,6,2026-07-03,Database Lock,Manual Intervention,Low
DAG0659,Airflow,4,2026-07-22,Disk Full,Restart Service,Low
DAG0660,Airflow,5,2026-07-28,Container Restart,Manual Intervention,Low
DAG0661,Airflow,4,2026-07-04,Dependency Failure,Replace Sensor,Low
DAG0662,Airflow,0,2026-07-18,Pod Crash,Replace Sensor,Critical
DAG0663,Airflow,12,2026-07-07,API Rate Limit,Update Configuration,Medium
DAG0664,Airflow,2,2026-07-17,Broker Failure,Retry Pipeline,High
DAG0665,Airflow,5,2026-07-04,Disk Full,Rollback Deployment,High
DAG0666,Airflow,1,2026-07-22,CPU Saturation,Increase Resources,High
DAG0667,Airflow,3,2026-07-28,API Rate Limit,Retry Pipeline,Medium
