entity_id,source_system,recommendation,impact,applied,success_rate
DAG0394,Airflow,Move Job to Off-Peak Hours,Reduced Cost,Yes,90
DAG0395,Airflow,Optimize Indexing,Higher Throughput,Yes,82
DAG0396,Airflow,Enable Compression,Lower Failure Rate,Yes,89
DAG0397,Airflow,Reduce Batch Size,Higher Throughput,Yes,85
DAG0398,Airflow,Replace Aging Hardware,CPU Reduced,No,100
DAG0399,Airflow,Optimize Indexing,Runtime Reduced,No,94
DAG0400,Airflow,Scale Kubernetes Cluster,Latency Reduced,Yes,85
DAG0401,Airflow,Scale Kubernetes Cluster,Reduced Cost,No,91
DAG0402,Airflow,Increase Memory Limit,Latency Reduced,Yes,84
DAG0403,Airflow,Move Job to Off-Peak Hours,Latency Reduced,Yes,96
DAG0404,Airflow,Optimize SQL Query,Higher Throughput,No,88
DAG0405,Airflow,Optimize SQL Query,Higher Throughput,Yes,82
DAG0406,Airflow,Increase Kafka Partitions,Memory Optimized,Yes,88
DAG0407,Airflow,Optimize SQL Query,Improved Reliability,Yes,84
DAG0408,Airflow,Enable Compression,Higher Throughput,No,100
DAG0409,Airflow,Enable Autoscaling,Improved Reliability,No,89
DAG0410,Airflow,Enable Autoscaling,CPU Reduced,No,84
DAG0411,Airflow,Replace Aging Hardware,Higher Throughput,Yes,91
DAG0412,Airflow,Increase Sensor Sampling Rate,Improved Reliability,No,84
DAG0413,Airflow,Increase Retry Count,Reduced Cost,No,99
DAG0414,Airflow,Increase Kafka Partitions,Lower Failure Rate,No,91
DAG0415,Airflow,Reduce Batch Size,Runtime Reduced,Yes,92
DAG0416,Airflow,Optimize SQL Query,Higher Throughput,Yes,98
DAG0417,Airflow,Increase Sensor Sampling Rate,CPU Reduced,No,96
DAG0418,Airflow,Increase Memory Limit,Memory Optimized,No,99
DAG0419,Airflow,Enable Compression,Runtime Reduced,Yes,96
DAG0420,Airflow,Optimize SQL Query,Improved Reliability,No,87
DAG0421,Airflow,Move Job to Off-Peak Hours,Latency Reduced,No,83
DAG0422,Airflow,Increase Retry Count,Runtime Reduced,Yes,92
DAG0423,Airflow,Increase Retry Count,CPU Reduced,Yes,88
DAG0424,Airflow,Increase Retry Count,Higher Throughput,No,85
DAG0425,Airflow,Increase Worker Nodes,Improved Reliability,No,98
DAG0426,Airflow,Reduce Batch Size,Improved Reliability,No,88
DAG0427,Airflow,Reduce Batch Size,Latency Reduced,Yes,99
DAG0428,Airflow,Optimize SQL Query,Latency Reduced,Yes,98
DAG0429,Airflow,Increase Retry Count,Memory Optimized,No,96
DAG0430,Airflow,Enable Autoscaling,Improved Reliability,No,94
DAG0431,Airflow,Increase Retry Count,Improved Reliability,No,100
DAG0432,Airflow,Increase Retry Count,Latency Reduced,Yes,97
DAG0433,Airflow,Optimize Indexing,Latency Reduced,No,87
DAG0434,Airflow,Increase Sensor Sampling Rate,Reduced Cost,No,82
DAG0435,Airflow,Optimize Indexing,CPU Reduced,No,100
DAG0436,Airflow,Increase Kafka Partitions,Higher Throughput,Yes,94
DAG0437,Airflow,Increase Retry Count,Higher Throughput,No,97
DAG0438,Airflow,Increase Sensor Sampling Rate,Reduced Cost,Yes,82
DAG0439,Airflow,Increase Worker Nodes,Lower Failure Rate,No,89
DAG0440,Airflow,Replace Aging Hardware,CPU Reduced,No,99
DAG0441,Airflow,Replace Aging Hardware,Higher Throughput,Yes,90
DAG0442,Airflow,Increase Memory Limit,Higher Throughput,Yes,91
DAG0443,Airflow,Increase Retry Count,Reduced Cost,No,93
DAG0444,Airflow,Optimize SQL Query,Runtime Reduced,No,91
DAG0445,Airflow,Increase Sensor Sampling Rate,Runtime Reduced,Yes,97
DAG0446,Airflow,Increase Sensor Sampling Rate,Reduced Cost,Yes,86
DAG0447,Airflow,Move Job to Off-Peak Hours,Memory Optimized,No,95
DAG0448,Airflow,Increase Memory Limit,Reduced Cost,No,91
DAG0449,Airflow,Move Job to Off-Peak Hours,Latency Reduced,Yes,100
DAG0450,Airflow,Increase Retry Count,Runtime Reduced,No,99
DAG0451,Airflow,Optimize SQL Query,Latency Reduced,Yes,84
DAG0452,Airflow,Optimize SQL Query,Improved Reliability,No,98
DAG0453,Airflow,Increase Sensor Sampling Rate,Reduced Cost,Yes,99
DAG0454,Airflow,Scale Kubernetes Cluster,Memory Optimized,No,86
DAG0455,Airflow,Optimize SQL Query,Latency Reduced,No,82
DAG0456,Airflow,Scale Kubernetes Cluster,CPU Reduced,Yes,87
DAG0457,Airflow,Increase Sensor Sampling Rate,Latency Reduced,No,96
DAG0458,Airflow,Increase Kafka Partitions,CPU Reduced,Yes,89
DAG0459,Airflow,Scale Kubernetes Cluster,Latency Reduced,Yes,95
DAG0460,Airflow,Increase Worker Nodes,Reduced Cost,No,94
DAG0461,Airflow,Move Job to Off-Peak Hours,Runtime Reduced,No,97
DAG0462,Airflow,Optimize Indexing,Memory Optimized,No,85
DAG0463,Airflow,Increase Sensor Sampling Rate,Reduced Cost,Yes,93
DAG0464,Airflow,Enable Compression,Improved Reliability,Yes,92
DAG0465,Airflow,Increase Retry Count,Improved Reliability,No,91
DAG0466,Airflow,Increase Sensor Sampling Rate,Memory Optimized,Yes,100
DAG0467,Airflow,Optimize Indexing,Higher Throughput,Yes,89
DAG0468,Airflow,Increase Worker Nodes,Lower Failure Rate,Yes,91
DAG0469,Airflow,Increase Memory Limit,Reduced Cost,Yes,85
DAG0470,Airflow,Increase Worker Nodes,Memory Optimized,Yes,95
DAG0471,Airflow,Increase Sensor Sampling Rate,Memory Optimized,No,83
DAG0472,Airflow,Scale Kubernetes Cluster,Latency Reduced,Yes,98
DAG0473,Airflow,Replace Aging Hardware,Runtime Reduced,Yes,88
DAG0474,Airflow,Reduce Batch Size,Latency Reduced,No,87
DAG0475,Airflow,Increase Memory Limit,Reduced Cost,No,86
DAG0476,Airflow,Move Job to Off-Peak Hours,Latency Reduced,Yes,86
DAG0477,Airflow,Replace Aging Hardware,Runtime Reduced,Yes,89
DAG0478,Airflow,Enable Autoscaling,Lower Failure Rate,No,86
DAG0479,Airflow,Increase Retry Count,Memory Optimized,No,91
DAG0480,Airflow,Optimize SQL Query,Reduced Cost,No,87
DAG0481,Airflow,Replace Aging Hardware,Memory Optimized,No,86
DAG0482,Airflow,Scale Kubernetes Cluster,Lower Failure Rate,Yes,89
DAG0483,Airflow,Increase Worker Nodes,Lower Failure Rate,No,86
DAG0484,Airflow,Increase Kafka Partitions,Memory Optimized,No,82
DAG0485,Airflow,Increase Worker Nodes,Reduced Cost,Yes,87
DAG0486,Airflow,Optimize Indexing,Memory Optimized,Yes,94
DAG0487,Airflow,Increase Retry Count,Runtime Reduced,Yes,94
DAG0488,Airflow,Scale Kubernetes Cluster,Lower Failure Rate,Yes,89
DAG0489,Airflow,Increase Worker Nodes,Runtime Reduced,No,84
DAG0490,Airflow,Increase Worker Nodes,Reduced Cost,No,100
DAG0491,Airflow,Reduce Batch Size,Higher Throughput,No,95
DAG0492,Airflow,Enable Compression,Lower Failure Rate,Yes,91
DAG0493,Airflow,Scale Kubernetes Cluster,Improved Reliability,Yes,93
DAG0494,Airflow,Scale Kubernetes Cluster,Runtime Reduced,Yes,99
DAG0495,Airflow,Optimize SQL Query,CPU Reduced,No,95
DAG0496,Airflow,Reduce Batch Size,Runtime Reduced,No,83
DAG0497,Airflow,Increase Retry Count,CPU Reduced,No,96
DAG0498,Airflow,Increase Sensor Sampling Rate,Reduced Cost,No,100
DAG0499,Airflow,Increase Kafka Partitions,Reduced Cost,No,98
DAG0500,Airflow,Increase Memory Limit,Latency Reduced,Yes,93
DAG0501,Airflow,Enable Compression,Reduced Cost,No,87
DAG0502,Airflow,Scale Kubernetes Cluster,Reduced Cost,Yes,97
DAG0503,Airflow,Increase Retry Count,Reduced Cost,Yes,93
DAG0504,Airflow,Optimize Indexing,Lower Failure Rate,No,87
DAG0505,Airflow,Optimize Indexing,Memory Optimized,No,89
DAG0506,Airflow,Increase Worker Nodes,CPU Reduced,No,82
DAG0507,Airflow,Enable Autoscaling,CPU Reduced,Yes,82
DAG0508,Airflow,Replace Aging Hardware,Runtime Reduced,No,84
DAG0509,Airflow,Reduce Batch Size,Improved Reliability,Yes,87
DAG0510,Airflow,Increase Sensor Sampling Rate,Memory Optimized,No,90
DAG0511,Airflow,Increase Kafka Partitions,Higher Throughput,Yes,88
DAG0512,Airflow,Optimize Indexing,Higher Throughput,No,91
DAG0513,Airflow,Increase Kafka Partitions,Runtime Reduced,No,82
DAG0514,Airflow,Reduce Batch Size,Lower Failure Rate,Yes,88
DAG0515,Airflow,Enable Autoscaling,Memory Optimized,No,83
DAG0516,Airflow,Enable Compression,Runtime Reduced,No,91
DAG0517,Airflow,Increase Sensor Sampling Rate,Runtime Reduced,No,83
DAG0518,Airflow,Replace Aging Hardware,Reduced Cost,No,85
DAG0519,Airflow,Increase Kafka Partitions,Improved Reliability,Yes,88
DAG0520,Airflow,Optimize SQL Query,Latency Reduced,No,94
DAG0521,Airflow,Enable Compression,Memory Optimized,No,82
DAG0522,Airflow,Increase Kafka Partitions,Runtime Reduced,No,95
DAG0523,Airflow,Increase Memory Limit,CPU Reduced,Yes,90
DAG0524,Airflow,Increase Kafka Partitions,Memory Optimized,No,91
DAG0525,Airflow,Optimize SQL Query,Runtime Reduced,No,97
DAG0526,Airflow,Enable Compression,Improved Reliability,No,99
DAG0527,Airflow,Increase Memory Limit,Memory Optimized,No,97
DAG0528,Airflow,Scale Kubernetes Cluster,Reduced Cost,No,91
DAG0529,Airflow,Enable Autoscaling,Improved Reliability,No,84
DAG0530,Airflow,Reduce Batch Size,Higher Throughput,Yes,84
DAG0531,Airflow,Optimize SQL Query,Reduced Cost,No,100
DAG0532,Airflow,Increase Sensor Sampling Rate,Lower Failure Rate,No,96
DAG0533,Airflow,Optimize SQL Query,Higher Throughput,Yes,94
DAG0534,Airflow,Increase Kafka Partitions,Runtime Reduced,Yes,98
DAG0535,Airflow,Increase Memory Limit,Latency Reduced,Yes,97
DAG0536,Airflow,Move Job to Off-Peak Hours,Runtime Reduced,Yes,86
DAG0537,Airflow,Increase Retry Count,Reduced Cost,Yes,82
DAG0538,Airflow,Reduce Batch Size,Latency Reduced,No,98
DAG0539,Airflow,Increase Retry Count,Improved Reliability,Yes,100
DAG0540,Airflow,Enable Compression,Improved Reliability,No,89
DAG0541,Airflow,Optimize SQL Query,Lower Failure Rate,Yes,96
DAG0542,Airflow,Replace Aging Hardware,Memory Optimized,Yes,93
DAG0543,Airflow,Increase Retry Count,Reduced Cost,Yes,100
DAG0544,Airflow,Increase Kafka Partitions,Latency Reduced,No,94
DAG0545,Airflow,Increase Kafka Partitions,Runtime Reduced,No,84
DAG0546,Airflow,Increase Worker Nodes,Latency Reduced,No,82
DAG0547,Airflow,Increase Memory Limit,CPU Reduced,Yes,89
DAG0548,Airflow,Enable Compression,CPU Reduced,Yes,84
DAG0549,Airflow,Increase Worker Nodes,Lower Failure Rate,No,97
DAG0550,Airflow,Enable Compression,Runtime Reduced,No,90
DAG0551,Airflow,Move Job to Off-Peak Hours,Higher Throughput,Yes,99
DAG0552,Airflow,Increase Retry Count,Higher Throughput,Yes,94
DAG0553,Airflow,Enable Autoscaling,Higher Throughput,Yes,85
DAG0554,Airflow,Scale Kubernetes Cluster,CPU Reduced,No,99
DAG0555,Airflow,Scale Kubernetes Cluster,Lower Failure Rate,Yes,99
DAG0556,Airflow,Increase Memory Limit,Latency Reduced,No,100
DAG0557,Airflow,Reduce Batch Size,Runtime Reduced,No,86
DAG0558,Airflow,Replace Aging Hardware,CPU Reduced,Yes,89
DAG0559,Airflow,Increase Memory Limit,Lower Failure Rate,Yes,96
DAG0560,Airflow,Optimize Indexing,Latency Reduced,No,100
DAG0561,Airflow,Increase Retry Count,Higher Throughput,No,85
DAG0562,Airflow,Reduce Batch Size,Lower Failure Rate,Yes,83
DAG0563,Airflow,Scale Kubernetes Cluster,Lower Failure Rate,No,94
DAG0564,Airflow,Increase Worker Nodes,Latency Reduced,No,98
DAG0565,Airflow,Increase Kafka Partitions,Latency Reduced,Yes,82
DAG0566,Airflow,Increase Retry Count,Improved Reliability,No,84
DAG0567,Airflow,Increase Retry Count,CPU Reduced,No,88
DAG0568,Airflow,Increase Memory Limit,CPU Reduced,Yes,82
DAG0569,Airflow,Enable Autoscaling,Improved Reliability,No,94
DAG0570,Airflow,Reduce Batch Size,CPU Reduced,No,94
DAG0571,Airflow,Increase Retry Count,Improved Reliability,No,94
DAG0572,Airflow,Increase Sensor Sampling Rate,Runtime Reduced,No,84
DAG0573,Airflow,Reduce Batch Size,Reduced Cost,Yes,99
DAG0574,Airflow,Replace Aging Hardware,Reduced Cost,No,86
DAG0575,Airflow,Replace Aging Hardware,Lower Failure Rate,No,98
DAG0576,Airflow,Increase Sensor Sampling Rate,Latency Reduced,No,82
DAG0577,Airflow,Optimize SQL Query,CPU Reduced,Yes,99
DAG0578,Airflow,Optimize SQL Query,Runtime Reduced,No,100
DAG0579,Airflow,Increase Sensor Sampling Rate,CPU Reduced,No,86
DAG0580,Airflow,Increase Retry Count,Runtime Reduced,No,85
DAG0581,Airflow,Reduce Batch Size,Memory Optimized,Yes,98
DAG0582,Airflow,Increase Worker Nodes,Improved Reliability,Yes,84
DAG0583,Airflow,Increase Kafka Partitions,Memory Optimized,Yes,88
DAG0584,Airflow,Optimize SQL Query,Memory Optimized,No,82
DAG0585,Airflow,Enable Autoscaling,Lower Failure Rate,Yes,88
DAG0586,Airflow,Increase Memory Limit,Latency Reduced,No,93
DAG0587,Airflow,Move Job to Off-Peak Hours,Improved Reliability,No,83
DAG0588,Airflow,Increase Worker Nodes,Memory Optimized,Yes,86
DAG0589,Airflow,Move Job to Off-Peak Hours,Reduced Cost,No,83
DAG0590,Airflow,Increase Kafka Partitions,Lower Failure Rate,No,100
DAG0591,Airflow,Increase Sensor Sampling Rate,Latency Reduced,No,88
DAG0592,Airflow,Enable Autoscaling,Improved Reliability,No,84
DAG0593,Airflow,Increase Memory Limit,Lower Failure Rate,No,84
DAG0594,Airflow,Move Job to Off-Peak Hours,Runtime Reduced,No,85
DAG0595,Airflow,Replace Aging Hardware,Improved Reliability,No,94
DAG0596,Airflow,Optimize Indexing,Memory Optimized,No,98
DAG0597,Airflow,Increase Memory Limit,Memory Optimized,No,91
DAG0598,Airflow,Increase Sensor Sampling Rate,Latency Reduced,No,94
DAG0599,Airflow,Move Job to Off-Peak Hours,Runtime Reduced,Yes,87
DAG0600,Airflow,Increase Kafka Partitions,Lower Failure Rate,No,87
DAG0601,Airflow,Replace Aging Hardware,Runtime Reduced,Yes,92
DAG0602,Airflow,Replace Aging Hardware,Improved Reliability,No,99
DAG0603,Airflow,Enable Compression,Higher Throughput,Yes,85
DAG0604,Airflow,Reduce Batch Size,Higher Throughput,Yes,85
DAG0605,Airflow,Increase Sensor Sampling Rate,Improved Reliability,Yes,84
DAG0606,Airflow,Increase Kafka Partitions,Latency Reduced,No,91
DAG0607,Airflow,Enable Autoscaling,Runtime Reduced,No,88
DAG0608,Airflow,Scale Kubernetes Cluster,Reduced Cost,No,99
DAG0609,Airflow,Increase Worker Nodes,CPU Reduced,No,99
DAG0610,Airflow,Replace Aging Hardware,Higher Throughput,No,89
DAG0611,Airflow,Increase Retry Count,Higher Throughput,No,93
DAG0612,Airflow,Replace Aging Hardware,Improved Reliability,Yes,85
DAG0613,Airflow,Optimize SQL Query,Improved Reliability,Yes,93
DAG0614,Airflow,Scale Kubernetes Cluster,Improved Reliability,No,89
DAG0615,Airflow,Optimize Indexing,Improved Reliability,No,84
DAG0616,Airflow,Increase Kafka Partitions,Memory Optimized,No,100
DAG0617,Airflow,Replace Aging Hardware,Higher Throughput,No,91
DAG0618,Airflow,Increase Sensor Sampling Rate,Memory Optimized,No,97
DAG0619,Airflow,Enable Autoscaling,Lower Failure Rate,No,97
DAG0620,Airflow,Increase Memory Limit,Higher Throughput,Yes,89
DAG0621,Airflow,Reduce Batch Size,CPU Reduced,No,99
DAG0622,Airflow,Optimize Indexing,Higher Throughput,Yes,88
DAG0623,Airflow,Enable Compression,CPU Reduced,No,84
DAG0624,Airflow,Replace Aging Hardware,Reduced Cost,No,97
DAG0625,Airflow,Reduce Batch Size,Improved Reliability,No,87
DAG0626,Airflow,Increase Kafka Partitions,Higher Throughput,Yes,100
DAG0627,Airflow,Enable Compression,Higher Throughput,No,86
DAG0628,Airflow,Increase Sensor Sampling Rate,Latency Reduced,Yes,90
DAG0629,Airflow,Reduce Batch Size,Improved Reliability,No,83
DAG0630,Airflow,Optimize SQL Query,CPU Reduced,No,95
DAG0631,Airflow,Replace Aging Hardware,Improved Reliability,Yes,87
DAG0632,Airflow,Replace Aging Hardware,Runtime Reduced,Yes,98
DAG0633,Airflow,Replace Aging Hardware,CPU Reduced,No,88
DAG0634,Airflow,Increase Worker Nodes,Reduced Cost,Yes,82
DAG0635,Airflow,Increase Memory Limit,Higher Throughput,Yes,85
DAG0636,Airflow,Replace Aging Hardware,Lower Failure Rate,Yes,86
DAG0637,Airflow,Optimize Indexing,CPU Reduced,Yes,88
DAG0638,Airflow,Increase Kafka Partitions,Lower Failure Rate,No,91
DAG0639,Airflow,Optimize SQL Query,Memory Optimized,Yes,97
DAG0640,Airflow,Increase Worker Nodes,Improved Reliability,Yes,91
DAG0641,Airflow,Optimize SQL Query,CPU Reduced,Yes,93
DAG0642,Airflow,Enable Autoscaling,Memory Optimized,No,99
DAG0643,Airflow,Increase Memory Limit,Latency Reduced,No,87
DAG0644,Airflow,Increase Sensor Sampling Rate,Reduced Cost,Yes,88
DAG0645,Airflow,Enable Compression,Higher Throughput,No,85
DAG0646,Airflow,Move Job to Off-Peak Hours,Runtime Reduced,Yes,85
DAG0647,Airflow,Replace Aging Hardware,Runtime Reduced,Yes,93
DAG0648,Airflow,Replace Aging Hardware,Memory Optimized,No,88
DAG0649,Airflow,Increase Worker Nodes,Reduced Cost,Yes,86
DAG0650,Airflow,Increase Memory Limit,Improved Reliability,Yes,90
DAG0651,Airflow,Replace Aging Hardware,Lower Failure Rate,No,83
DAG0652,Airflow,Increase Sensor Sampling Rate,Reduced Cost,No,83
DAG0653,Airflow,Increase Memory Limit,Reduced Cost,No,85
DAG0654,Airflow,Increase Retry Count,Runtime Reduced,No,96
DAG0655,Airflow,Reduce Batch Size,Lower Failure Rate,No,89
DAG0656,Airflow,Reduce Batch Size,Lower Failure Rate,Yes,92
DAG0657,Airflow,Reduce Batch Size,Memory Optimized,Yes,92
DAG0658,Airflow,Increase Sensor Sampling Rate,Lower Failure Rate,No,94
DAG0659,Airflow,Increase Memory Limit,Latency Reduced,No,88
DAG0660,Airflow,Increase Sensor Sampling Rate,Higher Throughput,No,90
DAG0661,Airflow,Increase Kafka Partitions,Latency Reduced,No,99
DAG0662,Airflow,Increase Sensor Sampling Rate,Memory Optimized,Yes,93
DAG0663,Airflow,Reduce Batch Size,Latency Reduced,No,86
DAG0664,Airflow,Optimize SQL Query,Runtime Reduced,No,85
DAG0665,Airflow,Enable Compression,CPU Reduced,Yes,90
DAG0666,Airflow,Increase Worker Nodes,Lower Failure Rate,No,91
DAG0667,Airflow,Enable Compression,Memory Optimized,Yes,96
DAG0668,Airflow,Enable Compression,Reduced Cost,No,85
DAG0669,Airflow,Move Job to Off-Peak Hours,Lower Failure Rate,No,99
DAG0670,Airflow,Optimize Indexing,Improved Reliability,No,91
DAG0671,Airflow,Increase Retry Count,Latency Reduced,No,99
DAG0672,Airflow,Enable Compression,Latency Reduced,Yes,83
DAG0673,Airflow,Optimize SQL Query,Latency Reduced,No,95
DAG0674,Airflow,Move Job to Off-Peak Hours,Reduced Cost,Yes,96
DAG0675,Airflow,Enable Autoscaling,Higher Throughput,Yes,85
DAG0676,Airflow,Increase Memory Limit,Reduced Cost,No,96
DAG0677,Airflow,Move Job to Off-Peak Hours,Runtime Reduced,No,94
DAG0678,Airflow,Increase Worker Nodes,CPU Reduced,Yes,95
DAG0679,Airflow,Increase Memory Limit,Runtime Reduced,Yes,82
DAG0680,Airflow,Increase Memory Limit,Memory Optimized,No,87
DAG0681,Airflow,Increase Retry Count,Improved Reliability,No,96
DAG0682,Airflow,Reduce Batch Size,Higher Throughput,Yes,94
DAG0683,Airflow,Optimize Indexing,Reduced Cost,Yes,96
DAG0684,Airflow,Replace Aging Hardware,Improved Reliability,No,98
DAG0685,Airflow,Reduce Batch Size,Lower Failure Rate,No,97
DAG0686,Airflow,Increase Sensor Sampling Rate,Higher Throughput,Yes,85
DAG0687,Airflow,Move Job to Off-Peak Hours,Lower Failure Rate,No,84
DAG0688,Airflow,Increase Worker Nodes,Reduced Cost,Yes,93
DAG0689,Airflow,Move Job to Off-Peak Hours,CPU Reduced,No,99
DAG0690,Airflow,Optimize SQL Query,Lower Failure Rate,No,99
DAG0691,Airflow,Optimize SQL Query,Lower Failure Rate,Yes,86
DAG0692,Airflow,Increase Worker Nodes,Memory Optimized,Yes,84
DAG0693,Airflow,Enable Compression,Higher Throughput,Yes,96
DAG0694,Airflow,Move Job to Off-Peak Hours,Higher Throughput,No,98
DAG0695,Airflow,Reduce Batch Size,Runtime Reduced,No,84
DAG0696,Airflow,Reduce Batch Size,Improved Reliability,No,97
DAG0697,Airflow,Increase Sensor Sampling Rate,Reduced Cost,No,82
DAG0698,Airflow,Enable Compression,Memory Optimized,No,92
DAG0699,Airflow,Reduce Batch Size,CPU Reduced,Yes,92
DAG0700,Airflow,Scale Kubernetes Cluster,Memory Optimized,No,92
DAG0701,Airflow,Scale Kubernetes Cluster,Lower Failure Rate,Yes,86
DAG0702,Airflow,Enable Compression,Higher Throughput,Yes,96
DAG0703,Airflow,Replace Aging Hardware,Latency Reduced,Yes,91
DAG0704,Airflow,Move Job to Off-Peak Hours,Reduced Cost,Yes,93
DAG0705,Airflow,Scale Kubernetes Cluster,Memory Optimized,No,82
DAG0706,Airflow,Reduce Batch Size,Runtime Reduced,Yes,86
DAG0707,Airflow,Increase Retry Count,Runtime Reduced,No,94
DAG0708,Airflow,Increase Memory Limit,Latency Reduced,Yes,86
DAG0709,Airflow,Scale Kubernetes Cluster,Improved Reliability,Yes,93
DAG0710,Airflow,Replace Aging Hardware,Higher Throughput,No,88
DAG0711,Airflow,Increase Sensor Sampling Rate,Latency Reduced,Yes,100
DAG0712,Airflow,Reduce Batch Size,Latency Reduced,No,94
DAG0713,Airflow,Increase Worker Nodes,Higher Throughput,Yes,91
DAG0714,Airflow,Enable Autoscaling,Memory Optimized,No,96
DAG0715,Airflow,Increase Memory Limit,CPU Reduced,No,94
DAG0716,Airflow,Move Job to Off-Peak Hours,Higher Throughput,Yes,89
DAG0717,Airflow,Optimize Indexing,Memory Optimized,No,93
DAG0718,Airflow,Increase Kafka Partitions,Higher Throughput,Yes,92
DAG0719,Airflow,Increase Kafka Partitions,Reduced Cost,Yes,98
DAG0720,Airflow,Increase Memory Limit,Lower Failure Rate,No,85
DAG0721,Airflow,Enable Autoscaling,Latency Reduced,Yes,88
DAG0722,Airflow,Reduce Batch Size,Reduced Cost,No,88
DAG0723,Airflow,Move Job to Off-Peak Hours,Improved Reliability,Yes,94
DAG0724,Airflow,Increase Worker Nodes,Lower Failure Rate,No,99
DAG0725,Airflow,Replace Aging Hardware,Runtime Reduced,No,100
DAG0726,Airflow,Replace Aging Hardware,Memory Optimized,No,83
DAG0727,Airflow,Reduce Batch Size,Reduced Cost,Yes,98
DAG0728,Airflow,Optimize SQL Query,CPU Reduced,Yes,87
DAG0729,Airflow,Enable Autoscaling,Memory Optimized,No,82
DAG0730,Airflow,Enable Compression,Improved Reliability,Yes,85
DAG0731,Airflow,Increase Retry Count,Runtime Reduced,No,83
DAG0732,Airflow,Increase Memory Limit,Higher Throughput,No,84
DAG0733,Airflow,Enable Autoscaling,Improved Reliability,No,94
